es_hombre,edad,modo,proposito,periodo,etapas,dist_km,comuna_origen,tiempo
0,40,Bus TS,Trabajo,Fuera Punta,1,2.47,INDEPENDENCIA,10
0,16,Bus TS,Estudio,Punta Mañana,1,2.81,INDEPENDENCIA,45
0,16,Bus TS,Estudio,Fuera Punta,1,2.81,INDEPENDENCIA,60
1,23,Otros-Bus,Trabajo,Punta Mañana,2,2.73,INDEPENDENCIA,100
1,23,Otros-Bus,Trabajo,Punta Tarde,2,2.73,SANTIAGO,120
0,18,Bus TS-Metro,Trabajo,Fuera Punta,2,6.1,INDEPENDENCIA,90
0,18,Bus TS-Metro,Trabajo,Fuera Punta,2,6.09,PROVIDENCIA,120
0,91,Bus TS,Otro,Fuera Punta,1,2.72,INDEPENDENCIA,10
0,91,Bus TS,Otro,Fuera Punta,1,2.71,INDEPENDENCIA,45
1,87,Caminata,Otro,Fuera Punta,1,0.37,INDEPENDENCIA,10
1,87,Caminata,Otro,Fuera Punta,1,0.37,INDEPENDENCIA,10
0,45,Bus TS,Trabajo,Punta Mañana,1,3.21,INDEPENDENCIA,60
0,45,Bus TS,Trabajo,Fuera Punta,1,3.21,SANTIAGO,60
0,18,Bus TS,Estudio,Punta Mañana,1,3.0,INDEPENDENCIA,60
0,18,Bus TS,Estudio,Fuera Punta,1,3.0,SANTIAGO,60
0,13,Caminata,Estudio,Punta Mañana,1,0.43,INDEPENDENCIA,25
0,13,Caminata,Estudio,Fuera Punta,1,0.43,INDEPENDENCIA,15
1,44,Metro,Trabajo,Punta Mañana,1,6.5,INDEPENDENCIA,45
1,44,Metro,Trabajo,Punta Tarde,1,6.5,LAS CONDES,40
0,44,Caminata,Otro,Fuera Punta,1,0.4,INDEPENDENCIA,40
1,11,Caminata,Otro,Fuera Punta,1,0.38,INDEPENDENCIA,40
0,41,Auto,Otro,Fuera Punta,1,4.45,INDEPENDENCIA,20
0,41,Auto,Otro,Punta Tarde,1,4.45,SANTIAGO,20
1,18,Bus TS,Estudio,Punta Mañana,1,1.55,INDEPENDENCIA,23
1,18,Bus TS,Estudio,Fuera Punta,1,1.55,INDEPENDENCIA,30
1,9,Auto,Otro,Fuera Punta,1,3.96,INDEPENDENCIA,30
1,9,Auto,Otro,Punta Tarde,1,3.96,SANTIAGO,20
1,52,Auto,Trabajo,Punta Mañana,1,13.2,INDEPENDENCIA,60
1,52,Auto,Trabajo,Fuera Punta,1,13.21,MACUL,60
1,23,Bus TS-Metro,Estudio,Punta Mañana,2,5.01,INDEPENDENCIA,60
1,23,Bus TS-Metro,Estudio,Fuera Punta,2,5.01,SANTIAGO,60
0,22,Bus TS-Metro,Estudio,Punta Mañana,2,4.85,INDEPENDENCIA,50
0,22,Bus TS-Metro,Estudio,Fuera Punta,2,4.85,PROVIDENCIA,90
0,20,Bus TS-Metro,Estudio,Punta Mañana,2,5.01,INDEPENDENCIA,60
0,20,Bus TS-Metro,Estudio,Fuera Punta,2,5.01,SANTIAGO,60
0,21,Auto,Estudio,Punta Mañana,1,5.0,INDEPENDENCIA,60
0,21,Bus TS-Metro,Estudio,Fuera Punta,2,5.0,SANTIAGO,90
0,5,Otros,Estudio,Punta Mañana,1,0.35,INDEPENDENCIA,30
0,5,Otros,Estudio,Fuera Punta,1,0.34,INDEPENDENCIA,30
0,61,Auto,Trabajo,Punta Mañana,1,10.36,INDEPENDENCIA,20
0,61,Auto,Trabajo,Punta Tarde,1,10.36,VITACURA,20
1,35,Auto,Trabajo,Punta Tarde,1,2.33,INDEPENDENCIA,60
1,35,Auto,Trabajo,Fuera Punta,1,2.33,SANTIAGO,20
0,20,Bus TS,Otro,Punta Mañana,1,3.54,INDEPENDENCIA,60
0,20,Bus TS,Otro,Fuera Punta,1,3.54,RECOLETA,60
1,50,Caminata,Trabajo,Punta Mañana,1,0.71,INDEPENDENCIA,30
1,50,Caminata,Trabajo,Fuera Punta,1,0.71,INDEPENDENCIA,15
0,44,Caminata,Trabajo,Punta Mañana,1,0.37,INDEPENDENCIA,15
0,44,Caminata,Trabajo,Fuera Punta,1,0.37,INDEPENDENCIA,30
0,26,Caminata,Trabajo,Punta Mañana,1,0.25,INDEPENDENCIA,5
0,26,Caminata,Trabajo,Punta Tarde,1,0.25,INDEPENDENCIA,5
0,29,Bus TS,Otro,Punta Mañana,1,5.45,INDEPENDENCIA,60
0,29,Bus TS,Otro,Fuera Punta,1,5.45,SANTIAGO,60
1,9,Caminata,Estudio,Punta Mañana,1,0.71,INDEPENDENCIA,10
1,9,Caminata,Estudio,Fuera Punta,1,0.71,INDEPENDENCIA,10
1,12,Caminata,Estudio,Punta Mañana,1,0.71,INDEPENDENCIA,10
1,12,Caminata,Estudio,Fuera Punta,1,0.71,INDEPENDENCIA,10
0,11,Otros,Estudio,Punta Mañana,1,1.99,INDEPENDENCIA,30
0,11,Otros,Estudio,Fuera Punta,1,1.99,INDEPENDENCIA,30
0,34,Auto,Trabajo,Punta Mañana,1,7.68,INDEPENDENCIA,60
0,34,Auto,Trabajo,Punta Tarde,1,7.68,PEDRO AGUIRRE CERDA,45
1,48,Otros,Trabajo,Punta Mañana,1,12.24,INDEPENDENCIA,90
1,48,Otros,Trabajo,Punta Tarde,1,12.24,PUDAHUEL,100
1,62,Caminata,Otro,Fuera Punta,1,0.44,INDEPENDENCIA,7
1,62,Caminata,Otro,Fuera Punta,1,0.44,RECOLETA,10
1,18,Bicicleta,Estudio,Punta Mañana,1,2.12,INDEPENDENCIA,35
1,18,Bicicleta,Estudio,Fuera Punta,1,2.12,CONCHALI,40
0,40,Bus TS,Trabajo,Punta Mañana,1,6.63,INDEPENDENCIA,60
0,40,Bus TS,Trabajo,Fuera Punta,1,6.63,SANTIAGO,60
1,3,Otros,Estudio,Punta Mañana,1,0.32,INDEPENDENCIA,30
1,3,Otros,Estudio,Fuera Punta,1,0.32,INDEPENDENCIA,30
1,13,Caminata,Estudio,Punta Mañana,1,0.5,INDEPENDENCIA,30
1,13,Caminata,Estudio,Fuera Punta,1,0.5,INDEPENDENCIA,30
0,23,Bus TS,Otro,Fuera Punta,1,2.74,INDEPENDENCIA,45
0,23,Bus TS,Otro,Fuera Punta,1,2.74,SANTIAGO,60
1,47,Otros,Trabajo,Punta Mañana,1,14.74,INDEPENDENCIA,60
1,47,Otros,Trabajo,Punta Tarde,1,14.74,LAMPA,80
0,47,Otros,Trabajo,Punta Mañana,1,14.74,INDEPENDENCIA,80
0,47,Otros,Trabajo,Punta Tarde,1,14.74,LAMPA,90
1,22,Bus TS,Trabajo,Punta Mañana,2,13.05,INDEPENDENCIA,106
1,22,Bus TS,Trabajo,Punta Tarde,2,13.05,LAS CONDES,120
1,20,Auto,Estudio,Fuera Punta,1,1.82,INDEPENDENCIA,35
1,20,Auto,Estudio,Fuera Punta,1,1.82,RENCA,35
0,17,Caminata,Estudio,Punta Mañana,1,0.33,INDEPENDENCIA,30
0,17,Caminata,Estudio,Fuera Punta,1,0.33,INDEPENDENCIA,10
1,49,Auto,Trabajo,Punta Mañana,1,12.92,INDEPENDENCIA,60
1,49,Auto,Trabajo,Punta Tarde,1,12.92,LA CISTERNA,40
0,49,Caminata,Otro,Fuera Punta,1,0.33,INDEPENDENCIA,10
0,49,Caminata,Otro,Fuera Punta,1,0.33,INDEPENDENCIA,10
0,32,Caminata,Otro,Punta Mañana,1,0.51,INDEPENDENCIA,15
0,32,Caminata,Otro,Punta Mañana,1,0.51,INDEPENDENCIA,10
0,32,Caminata,Otro,Fuera Punta,1,0.51,INDEPENDENCIA,10
0,32,Caminata,Otro,Fuera Punta,1,0.51,INDEPENDENCIA,15
1,36,Bus TS,Trabajo,Punta Mañana,2,5.9,INDEPENDENCIA,60
1,36,Bus TS,Trabajo,Fuera Punta,2,5.9,PROVIDENCIA,60
0,11,Caminata,Estudio,Punta Mañana,1,0.51,INDEPENDENCIA,10
0,11,Caminata,Estudio,Fuera Punta,1,0.51,INDEPENDENCIA,10
1,4,Caminata,Estudio,Punta Mañana,1,0.51,INDEPENDENCIA,10
1,4,Caminata,Estudio,Fuera Punta,1,0.51,INDEPENDENCIA,15
0,41,Bus TS,Trabajo,Punta Mañana,2,8.73,INDEPENDENCIA,60
0,41,Bus TS,Trabajo,Punta Tarde,2,8.73,ÑUÑOA,90
1,19,Bus TS-Metro,Estudio,Fuera Punta,2,7.0,INDEPENDENCIA,120
1,19,Bus TS-Metro,Estudio,Punta Tarde,2,7.34,ÑUÑOA,90
1,18,Bus TS-Metro,Estudio,Punta Mañana,2,3.06,INDEPENDENCIA,80
1,18,Bus TS-Metro,Estudio,Punta Tarde,2,3.06,SANTIAGO,60
0,20,Bus TS-Metro,Estudio,Fuera Punta,2,18.12,INDEPENDENCIA,90
0,20,Bus TS-Metro,Estudio,Punta Tarde,2,18.12,LA FLORIDA,90
0,24,Bus TS-Metro,Estudio,Punta Mañana,2,7.65,INDEPENDENCIA,80
0,24,Bus TS-Metro,Estudio,Punta Tarde,2,7.65,SAN JOAQUIN,90
1,53,Auto,Trabajo,Punta Mañana,1,4.76,INDEPENDENCIA,50
1,53,Auto,Trabajo,Fuera Punta,1,4.76,PROVIDENCIA,60
1,33,Bus TS-Metro,Trabajo,Punta Mañana,2,11.23,INDEPENDENCIA,60
1,33,Bus TS-Metro,Trabajo,Fuera Punta,2,11.23,MACUL,90
0,28,Bus TS,Trabajo,Punta Mañana,1,3.11,INDEPENDENCIA,45
0,28,Bus TS,Trabajo,Fuera Punta,1,3.11,SANTIAGO,60
1,23,Bus TS,Otro,Fuera Punta,1,4.0,INDEPENDENCIA,60
1,23,Bus TS,Otro,Fuera Punta,1,4.0,SANTIAGO,60
0,55,Bus TS-Metro,Otro,Fuera Punta,2,6.64,INDEPENDENCIA,90
0,55,Bus TS-Metro,Otro,Fuera Punta,2,6.64,ESTACION CENTRAL,90
1,36,Caminata,Trabajo,Punta Mañana,1,2.83,INDEPENDENCIA,40
1,36,Caminata,Trabajo,Fuera Punta,1,2.83,SANTIAGO,60
1,61,Bus TS,Trabajo,Punta Mañana,1,7.18,INDEPENDENCIA,75
1,61,Bus TS,Trabajo,Punta Tarde,1,7.18,LAS CONDES,60
1,23,Bus TS,Trabajo,Punta Mañana,1,11.46,INDEPENDENCIA,45
1,23,Bus TS,Trabajo,Punta Tarde,1,11.46,QUILICURA,40
1,27,Bus TS,Trabajo,Fuera Punta,1,1.63,INDEPENDENCIA,20
1,27,Bus TS,Trabajo,Punta Tarde,1,1.63,SANTIAGO,20
0,14,Bus TS,Estudio,Punta Mañana,1,0.39,INDEPENDENCIA,60
0,14,Bus TS,Estudio,Fuera Punta,1,0.39,INDEPENDENCIA,60
0,51,Caminata,Trabajo,Punta Mañana,1,0.76,INDEPENDENCIA,20
0,51,Caminata,Trabajo,Punta Tarde,1,0.76,INDEPENDENCIA,20
1,21,Caminata,Otro,Fuera Punta,1,0.56,INDEPENDENCIA,10
1,21,Caminata,Otro,Fuera Punta,1,0.56,INDEPENDENCIA,9
1,84,Caminata,Otro,Fuera Punta,1,1.5,INDEPENDENCIA,10
1,84,Caminata,Otro,Fuera Punta,1,1.5,INDEPENDENCIA,20
1,46,Caminata,Otro,Fuera Punta,1,0.51,INDEPENDENCIA,20
1,46,Caminata,Otro,Fuera Punta,1,0.51,INDEPENDENCIA,30
0,91,Bus TS,Otro,Fuera Punta,2,5.05,INDEPENDENCIA,90
0,91,Auto,Otro,Fuera Punta,1,5.05,PROVIDENCIA,30
0,63,Auto,Otro,Punta Mañana,1,7.73,INDEPENDENCIA,60
0,63,Auto,Otro,Fuera Punta,1,7.73,PROVIDENCIA,60
1,65,Auto,Otro,Punta Mañana,1,7.73,INDEPENDENCIA,60
1,65,Auto,Otro,Fuera Punta,1,7.73,PROVIDENCIA,60
0,38,Caminata,Trabajo,Punta Mañana,1,2.25,INDEPENDENCIA,60
0,38,Caminata,Trabajo,Punta Tarde,1,2.25,INDEPENDENCIA,30
1,62,Bus TS,Trabajo,Punta Mañana,2,5.71,INDEPENDENCIA,90
1,62,Bus TS,Trabajo,Punta Tarde,2,5.71,PROVIDENCIA,90
1,37,Auto,Trabajo,Punta Mañana,1,5.71,INDEPENDENCIA,60
1,37,Auto,Trabajo,Punta Tarde,1,5.71,PROVIDENCIA,60
0,54,Caminata,Otro,Fuera Punta,1,0.28,INDEPENDENCIA,10
0,54,Caminata,Otro,Fuera Punta,1,0.28,INDEPENDENCIA,10
1,58,Bus TS,Trabajo,Punta Mañana,2,8.18,INDEPENDENCIA,80
1,58,Auto,Trabajo,Punta Tarde,1,8.18,LAS CONDES,60
0,16,Caminata,Estudio,Punta Mañana,1,0.62,INDEPENDENCIA,30
0,16,Caminata,Estudio,Fuera Punta,1,0.62,INDEPENDENCIA,40
0,35,Auto,Trabajo,Punta Mañana,1,12.15,INDEPENDENCIA,90
0,35,Auto,Trabajo,Punta Tarde,1,12.15,LAS CONDES,50
0,13,Bus TS,Estudio,Punta Mañana,1,2.58,INDEPENDENCIA,30
0,13,Bus TS,Estudio,Fuera Punta,1,2.58,SANTIAGO,50
0,69,Caminata,Otro,Fuera Punta,1,0.16,INDEPENDENCIA,10
0,69,Caminata,Otro,Fuera Punta,1,0.16,INDEPENDENCIA,10
0,40,Bus TS,Trabajo,Punta Mañana,1,5.1,INDEPENDENCIA,60
0,40,Bus TS,Trabajo,Fuera Punta,1,5.1,HUECHURABA,60
1,68,Caminata,Otro,Fuera Punta,1,0.16,INDEPENDENCIA,10
1,68,Caminata,Otro,Fuera Punta,1,0.16,INDEPENDENCIA,10
0,34,Bus TS,Trabajo,Punta Mañana,1,4.75,INDEPENDENCIA,45
0,34,Bus TS,Trabajo,Fuera Punta,1,4.75,SANTIAGO,60
1,36,Bus TS,Trabajo,Punta Mañana,1,3.2,INDEPENDENCIA,60
1,36,Bus TS,Trabajo,Fuera Punta,1,3.2,RECOLETA,60
1,18,Bus TS,Estudio,Punta Mañana,1,3.17,INDEPENDENCIA,60
1,18,Bus TS,Estudio,Fuera Punta,1,3.17,SANTIAGO,60
0,47,Caminata,Otro,Fuera Punta,1,0.53,INDEPENDENCIA,5
0,47,Caminata,Otro,Fuera Punta,1,0.53,RECOLETA,6
0,74,Caminata,Otro,Fuera Punta,1,0.53,INDEPENDENCIA,5
0,74,Caminata,Otro,Fuera Punta,1,0.53,RECOLETA,6
1,35,Bus TS-Metro,Trabajo,Fuera Punta,2,4.92,INDEPENDENCIA,60
1,35,Bus TS-Metro,Trabajo,Fuera Punta,2,4.93,PROVIDENCIA,40
1,34,Auto,Trabajo,Punta Mañana,1,5.27,INDEPENDENCIA,60
1,34,Auto,Trabajo,Punta Tarde,1,5.27,PROVIDENCIA,70
0,48,Caminata,Otro,Fuera Punta,1,1.0,INDEPENDENCIA,18
0,48,Caminata,Otro,Punta Tarde,1,1.0,INDEPENDENCIA,20
0,61,Bus TS,Otro,Fuera Punta,1,4.1,INDEPENDENCIA,60
0,61,Taxi Colectivo,Otro,Fuera Punta,1,4.1,SANTIAGO,40
0,27,Taxi Colectivo,Trabajo,Punta Mañana,1,0.86,INDEPENDENCIA,30
0,27,Taxi Colectivo,Trabajo,Fuera Punta,1,0.86,INDEPENDENCIA,60
0,32,Auto,Otro,Fuera Punta,1,1.56,INDEPENDENCIA,30
0,32,Auto,Otro,Fuera Punta,1,1.56,INDEPENDENCIA,60
1,45,Bicicleta,Trabajo,Punta Mañana,1,2.49,INDEPENDENCIA,30
1,45,Bicicleta,Trabajo,Fuera Punta,1,2.49,INDEPENDENCIA,20
0,69,Bus TS,Otro,Punta Mañana,1,0.99,INDEPENDENCIA,16
0,69,Bus TS,Otro,Fuera Punta,1,0.39,INDEPENDENCIA,35
1,53,Bus TS,Trabajo,Noche,2,13.58,INDEPENDENCIA,50
1,17,Caminata,Otro,Fuera Punta,1,1.41,INDEPENDENCIA,60
1,17,Caminata,Otro,Punta Tarde,1,1.41,SANTIAGO,50
0,65,Taxi,Otro,Fuera Punta,1,2.09,INDEPENDENCIA,15
1,26,Bicicleta,Trabajo,Punta Mañana,1,0.9,INDEPENDENCIA,10
1,26,Bicicleta,Otro,Fuera Punta,1,0.9,INDEPENDENCIA,10
1,26,Bicicleta,Trabajo,Fuera Punta,1,0.9,INDEPENDENCIA,10
1,26,Bicicleta,Trabajo,Punta Tarde,1,0.9,INDEPENDENCIA,10
0,51,Bus TS-Metro,Otro,Fuera Punta,2,5.65,INDEPENDENCIA,60
0,51,Bus TS-Metro,Otro,Fuera Punta,2,5.65,PROVIDENCIA,50
1,45,Bus TS,Trabajo,Punta Mañana,2,4.8,INDEPENDENCIA,45
1,45,Bus TS,Trabajo,Punta Tarde,2,4.8,QUINTA NORMAL,60
1,36,Auto,Trabajo,Fuera Punta,1,0.0,INDEPENDENCIA,90
1,36,Auto,Trabajo,Fuera Punta,1,0.0,INDEPENDENCIA,20
1,36,Auto,Trabajo,Fuera Punta,1,0.0,INDEPENDENCIA,40
1,47,Bus TS,Trabajo,Fuera Punta,1,0.0,INDEPENDENCIA,18
1,47,Bus TS,Trabajo,Fuera Punta,1,0.0,INDEPENDENCIA,40
0,80,Taxi,Otro,Fuera Punta,1,1.18,INDEPENDENCIA,45
0,80,Taxi,Otro,Fuera Punta,1,1.17,INDEPENDENCIA,90
1,62,Taxi Colectivo,Trabajo,Punta Mañana,1,2.36,INDEPENDENCIA,40
1,62,Taxi Colectivo,Trabajo,Punta Tarde,1,2.36,SANTIAGO,40
1,42,Bicicleta,Trabajo,Punta Mañana,1,10.59,INDEPENDENCIA,50
1,42,Bicicleta,Trabajo,Fuera Punta,1,10.59,QUILICURA,60
0,45,Bus TS-Metro,Trabajo,Punta Mañana,2,3.26,INDEPENDENCIA,60
0,45,Bus TS-Metro,Trabajo,Fuera Punta,2,3.26,SANTIAGO,60
0,15,Caminata,Estudio,Punta Mañana,1,0.68,INDEPENDENCIA,10
0,15,Caminata,Estudio,Fuera Punta,1,0.68,INDEPENDENCIA,10
0,40,Auto,Otro,Punta Mañana,1,0.21,INDEPENDENCIA,20
0,40,Auto,Otro,Punta Mañana,1,0.21,INDEPENDENCIA,20
0,40,Auto,Otro,Fuera Punta,1,0.21,INDEPENDENCIA,25
0,40,Auto,Otro,Fuera Punta,1,0.21,INDEPENDENCIA,20
1,19,Bus TS-Metro,Estudio,Punta Mañana,2,5.2,INDEPENDENCIA,60
1,19,Bus TS-Metro,Estudio,Punta Tarde,2,5.19,SANTIAGO,60
1,7,Auto,Estudio,Punta Mañana,1,0.21,INDEPENDENCIA,30
1,7,Auto,Estudio,Fuera Punta,1,0.21,INDEPENDENCIA,30
1,6,Auto,Estudio,Punta Mañana,1,0.21,INDEPENDENCIA,30
1,6,Auto,Estudio,Fuera Punta,1,0.21,INDEPENDENCIA,30
1,36,Bus TS-Metro,Trabajo,Punta Mañana,2,5.69,INDEPENDENCIA,60
1,36,Bus TS-Metro,Trabajo,Punta Tarde,2,5.69,ESTACION CENTRAL,90
0,35,Caminata,Trabajo,Punta Mañana,1,0.67,INDEPENDENCIA,15
0,35,Caminata,Trabajo,Fuera Punta,1,0.67,INDEPENDENCIA,30
1,44,Taxi,Otro,Fuera Punta,1,1.25,INDEPENDENCIA,10
1,44,Bus TS,Otro,Fuera Punta,1,10.03,SANTIAGO,30
1,44,Auto,Otro,Noche,1,9.31,QUILICURA,25
1,43,Caminata,Trabajo,Punta Mañana,1,0.31,INDEPENDENCIA,5
1,43,Caminata,Trabajo,Fuera Punta,1,0.31,INDEPENDENCIA,5
1,43,Caminata,Trabajo,Fuera Punta,1,0.31,INDEPENDENCIA,5
1,43,Caminata,Trabajo,Fuera Punta,1,0.31,INDEPENDENCIA,5
0,30,Caminata,Trabajo,Punta Mañana,1,0.16,INDEPENDENCIA,5
0,30,Caminata,Trabajo,Fuera Punta,1,0.16,INDEPENDENCIA,5
0,30,Caminata,Trabajo,Fuera Punta,1,0.16,INDEPENDENCIA,5
0,30,Caminata,Trabajo,Punta Tarde,1,0.16,INDEPENDENCIA,5
0,35,Bus TS,Otro,Fuera Punta,1,1.83,INDEPENDENCIA,40
0,35,Bus TS,Otro,Fuera Punta,1,1.83,SANTIAGO,30
0,35,Caminata,Otro,Fuera Punta,1,0.71,INDEPENDENCIA,25
0,35,Caminata,Otro,Fuera Punta,1,0.71,INDEPENDENCIA,25
1,33,Auto,Trabajo,Fuera Punta,1,3.99,INDEPENDENCIA,35
1,33,Auto,Trabajo,Noche,1,3.99,SANTIAGO,30
1,6,Bus TS,Otro,Fuera Punta,1,1.83,INDEPENDENCIA,40
1,6,Bus TS,Otro,Fuera Punta,1,1.83,SANTIAGO,30
1,7,Bus TS,Otro,Fuera Punta,1,1.83,INDEPENDENCIA,40
1,7,Bus TS,Otro,Fuera Punta,1,1.83,SANTIAGO,30
1,7,Caminata,Otro,Fuera Punta,1,0.71,INDEPENDENCIA,25
1,7,Caminata,Otro,Fuera Punta,1,0.71,INDEPENDENCIA,25
1,62,Caminata,Otro,Fuera Punta,1,0.27,INDEPENDENCIA,10
1,62,Caminata,Otro,Fuera Punta,1,0.27,INDEPENDENCIA,15
1,62,Caminata,Otro,Fuera Punta,1,0.14,INDEPENDENCIA,8
1,62,Caminata,Otro,Fuera Punta,1,0.14,INDEPENDENCIA,8
0,42,Caminata,Otro,Fuera Punta,1,0.27,INDEPENDENCIA,10
0,42,Caminata,Otro,Fuera Punta,1,0.27,INDEPENDENCIA,15
0,42,Caminata,Otro,Fuera Punta,1,0.14,INDEPENDENCIA,8
0,42,Caminata,Otro,Fuera Punta,1,0.14,INDEPENDENCIA,8
1,19,Caminata,Otro,Fuera Punta,1,0.47,INDEPENDENCIA,15
1,19,Caminata,Otro,Punta Tarde,1,0.47,INDEPENDENCIA,15
1,19,Otros-Bus,Otro,Noche,4,16.9,INDEPENDENCIA,90
1,19,Caminata,Otro,Noche,1,2.04,LA FLORIDA,5
1,69,Auto,Trabajo,Punta Mañana,1,4.5,INDEPENDENCIA,60
1,69,Auto,Trabajo,Fuera Punta,1,4.5,RECOLETA,30
0,63,TaxiCol-Metro,Trabajo,Punta Mañana,2,1.96,INDEPENDENCIA,40
0,63,TaxiCol-Metro,Trabajo,Fuera Punta,2,1.96,SANTIAGO,60
0,58,Bus TS,Otro,Punta Mañana,1,7.24,INDEPENDENCIA,60
0,58,Bus TS,Otro,Fuera Punta,1,7.24,SANTIAGO,90
1,73,Caminata,Otro,Fuera Punta,1,0.44,INDEPENDENCIA,11
1,73,Caminata,Otro,Fuera Punta,1,0.44,INDEPENDENCIA,10
0,73,Caminata,Otro,Fuera Punta,1,0.72,INDEPENDENCIA,15
0,73,Caminata,Otro,Punta Tarde,1,0.72,INDEPENDENCIA,15
0,47,Bus TS-Metro,Trabajo,Punta Mañana,2,9.26,INDEPENDENCIA,90
0,47,Bus TS-Metro,Trabajo,Fuera Punta,2,9.26,LAS CONDES,90
1,50,Bus TS,Trabajo,Punta Mañana,1,0.36,INDEPENDENCIA,30
1,50,Bus TS,Trabajo,Fuera Punta,1,0.36,INDEPENDENCIA,60
1,27,Bus TS,Trabajo,Punta Mañana,1,1.84,INDEPENDENCIA,35
1,27,Auto,Trabajo,Fuera Punta,1,1.84,RECOLETA,30
1,24,Bicicleta,Trabajo,Punta Mañana,1,2.44,INDEPENDENCIA,25
1,24,Bicicleta,Trabajo,Punta Tarde,1,2.44,INDEPENDENCIA,30
0,20,Bus TS-Metro,Estudio,Punta Mañana,2,5.88,INDEPENDENCIA,70
0,20,Auto,Estudio,Fuera Punta,1,5.88,SANTIAGO,30
1,75,Bus TS,Otro,Fuera Punta,1,1.52,INDEPENDENCIA,30
1,75,Bus TS,Otro,Fuera Punta,1,1.52,INDEPENDENCIA,35
1,15,Caminata,Estudio,Punta Mañana,1,0.79,INDEPENDENCIA,30
1,15,Caminata,Estudio,Fuera Punta,1,0.79,INDEPENDENCIA,15
0,39,Bus TS,Trabajo,Punta Mañana,1,3.22,INDEPENDENCIA,60
0,39,Bus TS,Trabajo,Punta Tarde,1,3.22,SANTIAGO,50
0,59,Taxi,Otro,Fuera Punta,1,0.56,INDEPENDENCIA,10
0,59,Bus TS,Otro,Punta Tarde,1,0.56,INDEPENDENCIA,10
1,62,Taxi,Otro,Fuera Punta,1,0.56,INDEPENDENCIA,10
1,62,Bus TS,Otro,Punta Tarde,1,0.56,INDEPENDENCIA,10
0,63,Bus TS,Trabajo,Punta Mañana,1,2.61,INDEPENDENCIA,60
0,63,Bus TS,Trabajo,Fuera Punta,1,2.61,SANTIAGO,60
1,71,Caminata,Otro,Fuera Punta,1,0.34,INDEPENDENCIA,10
1,71,Caminata,Otro,Fuera Punta,1,0.34,INDEPENDENCIA,15
1,27,Bus TS-Metro,Trabajo,Punta Mañana,2,9.86,INDEPENDENCIA,60
1,27,Bus TS-Metro,Trabajo,Fuera Punta,2,9.86,LAS CONDES,90
1,19,Bicicleta,Otro,Fuera Punta,1,0.77,INDEPENDENCIA,20
1,19,Bicicleta,Otro,Punta Tarde,1,0.77,INDEPENDENCIA,20
0,51,Caminata,Otro,Fuera Punta,1,0.43,INDEPENDENCIA,15
0,51,Caminata,Otro,Fuera Punta,1,0.43,INDEPENDENCIA,10
1,53,Otros,Trabajo,Punta Mañana,1,23.91,INDEPENDENCIA,60
1,53,Otros,Trabajo,Punta Tarde,1,23.91,LAMPA,90
0,17,Bus TS,Estudio,Punta Mañana,1,2.25,INDEPENDENCIA,60
0,17,Bus TS,Estudio,Fuera Punta,1,2.25,SANTIAGO,60
0,36,Caminata,Trabajo,Punta Mañana,1,0.71,INDEPENDENCIA,15
0,36,Caminata,Trabajo,Fuera Punta,1,0.71,INDEPENDENCIA,30
0,30,Auto,Trabajo,Punta Mañana,1,10.68,INDEPENDENCIA,60
0,30,Auto,Trabajo,Fuera Punta,1,10.68,MAIPU,60
0,37,Taxi,Otro,Punta Mañana,1,0.63,INDEPENDENCIA,45
0,37,Taxi,Otro,Punta Mañana,1,0.63,INDEPENDENCIA,30
0,37,Taxi,Otro,Fuera Punta,1,0.63,INDEPENDENCIA,20
0,37,Taxi,Otro,Fuera Punta,1,0.63,INDEPENDENCIA,30
0,64,Caminata,Otro,Fuera Punta,1,0.66,INDEPENDENCIA,10
0,64,Caminata,Otro,Fuera Punta,1,0.66,INDEPENDENCIA,10
0,16,Caminata,Estudio,Punta Mañana,1,0.66,INDEPENDENCIA,10
0,16,Caminata,Estudio,Punta Tarde,1,0.66,INDEPENDENCIA,10
1,5,Taxi,Estudio,Punta Mañana,1,0.63,INDEPENDENCIA,30
1,5,Taxi,Estudio,Fuera Punta,1,0.63,INDEPENDENCIA,30
0,30,Taxi,Otro,Fuera Punta,1,5.44,INDEPENDENCIA,35
0,30,Taxi,Otro,Fuera Punta,1,5.44,PROVIDENCIA,30
0,12,Otros,Estudio,Punta Mañana,1,3.2,INDEPENDENCIA,30
0,12,Otros,Estudio,Fuera Punta,1,3.2,RECOLETA,40
1,6,Caminata,Estudio,Punta Mañana,1,0.54,INDEPENDENCIA,15
1,6,Caminata,Estudio,Fuera Punta,1,0.54,INDEPENDENCIA,15
0,37,Bus TS,Trabajo,Punta Mañana,1,4.56,INDEPENDENCIA,60
0,37,Bus TS,Trabajo,Fuera Punta,1,4.56,HUECHURABA,60
1,40,Otros-Bus,Trabajo,Punta Mañana,2,15.45,INDEPENDENCIA,60
1,40,Otros,Trabajo,Punta Tarde,1,15.45,COLINA,60
1,5,Otros,Estudio,Punta Mañana,1,0.38,INDEPENDENCIA,20
1,5,Otros,Estudio,Fuera Punta,1,0.38,INDEPENDENCIA,30
0,59,Bus TS,Otro,Fuera Punta,1,3.55,INDEPENDENCIA,20
0,59,Bus TS,Otro,Fuera Punta,1,3.55,SANTIAGO,30
0,27,Bus TS,Trabajo,Punta Mañana,2,5.05,INDEPENDENCIA,50
